,anime_id,title,synopsis,genres,score,synopsis_word_count
13179,28447,Shingeki no Bahamut: Genesis - Roundup,Recap of the first six episodes of .,Action|Adventure|Fantasy|Supernatural|Demons,6.35,8
13180,12505,C³: Rinkan Gakkou Confusion!,Unaired episode included with the fifth volume of the Blu-ray. The gang goes on a school trip.,Action|Comedy|Supernatural|Ecchi|School,6.73,17
13183,12065,Queen's Blade OVA Specials,Specials included in the Queen's Blade Premium Visual Book's DVDs.,Action|Adventure|Fantasy|Ecchi,6.1,10
13184,4718,AIKa: Special Trial,A bonus episode about Aika and company moving to a new office.,Ecchi,5.66,12
13186,30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,A recap episode of episodes 1 through 10 of . Leonardo Watch reflects on his experiences at Libra.,Action|Fantasy|Supernatural|Super Power|Vampire|Shounen,6.84,18
13191,25567,DRAMAtical Murder: Data_xx_Transitory,Data xx Transitory is the thirteenth and bonus episode of the DRAMAtical Murder animation. It features all of the bad endings from the original game.,Boys Love|Drama|Sci-Fi|Psychological,6.09,25
13196,36729,Fate/Apocrypha Recaps,Recap episodes of first 12 and 19 episodes of with narration by Astolfo and Shakespeare.  Episode 12.5: Fate/Apocrypha: Seihai Taisen Douran-hen Episode 19.5: Fate/Apocrypha: Seihai Taisen Kaimaku-hen,Action|Drama|Fantasy|Supernatural|Historical,6.44,27
13200,6064,Higurashi no Naku Koro ni Kai Specials,Specials that come with the DVDs.,Comedy|Parody,7.24,6
13201,19285,Shingeki no Kyojin: Ano Hi Kara,Recap of the events in Shingeki no Kyojin that happened prior to episode 14.,Action|Drama|Fantasy|Super Power|Shounen,7.36,14
13203,13561,Guilty Crown: 4-koma Gekijou,Animated four-panel manga that comes as extra on the DVDs and Blu-rays.,Comedy,7.0,12
13205,35145,Kobayashi-san Chi no OO Dragon,Specials included with the BD/DVD release of .,Comedy|Fantasy|Slice of Life,7.25,8
13207,31561,Gangsta. Recap,Recap of episodes 1-9 of,Action|Drama|Seinen,6.47,5
13208,37742,Chainsaw Maid Episode 0,A special episode included on the Chainsaw Maid DVD.,Comedy|Horror|Supernatural|Suspense,4.79,9
13209,18231,Vanquished Queens Specials,Specials included on the Vanquished Queens Blu-rays/DVDs.,Ecchi,5.48,7
13210,28063,Sword Art Online II: Sword Art Offline II,BD/DVD specials.,Comedy,6.6,2
13211,30600,Military! Special,Episode 13 included with the Blu-ray/DVD release.,Comedy|Ecchi|Military,5.36,7
13212,7468,Princess Lover! Picture Drama,Specials included on the Princess Lover! Blu-ray/DVD volumes.,Comedy|Ecchi|Harem|School,6.21,8
13213,23427,Oneechan ga Kita: Hajimete no… Kitaa!,This episode shows Ichika's and Tomoya's first encounter.  Episode 13 included with the Blu-ray release.,Comedy|Slice of Life,6.47,15
13214,8302,Ladies versus Butlers! Specials,"DVD/BD specials featuring two female cast members of Ladies versus Butlers! at a time engaging in Lady Battles, where they try to outdo their opponent in eroticism and stripping.",Ecchi|Seinen,6.39,29
13216,21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,Specials that were initially broadcasted as CMs starting in January 2013 and later included in BD/DVD volumes.,Comedy,6.74,17
13217,6328,Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,Bonus episode for the hentai anime Bondage Game: Shinsou no Reijoutachi.,Hentai|Psychological,5.14,11
13218,49297,Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,Aired with the rebroadcast of .,Action|Adventure|Fantasy,6.29,6
13219,31683,Danchigai: Juusan Goutou Sentou Ikitai!!,Unaired episode of included on the Blu-ray/DVD volume.,Comedy|Slice of Life,6.43,8
13220,31056,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Specials bundled with limited edition Blu-ray/DVD volumes of the .,Comedy|Ecchi,6.94,10
13221,30438,MILPOM★ Pilot,MILPOM★ will be stop motion shorts that feature dolls in a surreal world for girls.,Comedy,3.53,15
13225,7782,Kämpfer Picture Drama,"A very special episode included with the Blu-ray release. The Entrails Animals and Akane discuss philosophical topics such as existence, purpose, and low-quality merchandise.",Comedy,5.44,24
13229,17819,Kyoto Animation: Suiei-hen,Kyoto Animation commercial that aired during episode 10 of .,Sports,7.0,10
13230,45598,Tonikaku Kawaii: Kaisou,Recap of all 12 episodes of .,Comedy|Romance|Shounen,7.27,7
13231,6163,Kuroshitsuji Recap,"A recap episode of the first half of Kuroshituji told by Tanaka-san, aka episode 13.5. Including this recap episode, the series is 25 episodes long.",Action|Comedy|Mystery|Supernatural|Demons|Historical|Shounen,7.27,25
13234,31756,Owari no Seraph: The Beginning of the End,Recap of 1st Season Aired Before .,Action|Drama|Supernatural|Vampire|Shounen,7.26,7
13235,19671,Free!: FrFr - Short Movie,Specials bundled with the DVD/BDs.,Comedy|Sports,7.66,5
13236,49550,Bokutachi no Remake Recap,Recap of the first 6 episodes of .,Drama|Romance|Slice of Life,6.12,8
13238,25011,Fate/kaleid liner Prisma☆Illya 2wei! Specials,Short specials included with the Blu-ray/DVD releases of the TV series.,Comedy|Fantasy|Ecchi,6.86,11
13244,38939,Kakegurui Picture Drama,Picture drama episodes included on the DVD/Blu-ray Volumes of .,Comedy|Game,6.71,10
13247,9366,Kaichou wa Maid-sama!: Omake dayo!,"Extra episode included in Blu-ray and DVD volume 10, entitled ""Omake dayo (It's an extra!)"".",Comedy|School|Shoujo,7.51,15
13248,40064,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,Recap of the first season of .,Action|Adventure|Comedy|Fantasy,6.82,7
13250,48456,SK∞: Crazy Rock Jam,Recap of the first 9 episodes of .,Comedy|Sports,6.77,8
13251,33164,Musaigen no Phantom World: Limitless Phantom World,Picture drama specials bundled with the main series' Blu-ray/DVD volumes.,Comedy|Fantasy|Supernatural,6.44,10
13252,40807,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,Recap of the first nine episodes of .,Comedy|Romance|School,6.65,8
13253,37172,Nanatsu no Bitoku Specials,Unaired episodes included with the Blu-ray and DVD release of .,Fantasy|Ecchi,5.46,11
13254,19297,Ketsuekigata-kun! Featuring Yuri & Nasuno,An episode of Ketsuekigata-kun that acts as an advertisment for Ketsuekigata-kun and Teekyuu DVDs aired in Ketsuekigata-kun's regular time slot a week after episode 12.,Comedy,4.65,25
13256,30714,Owaranai Seraph,Specials included in the Blu-ray and DVD releases.,Comedy|Supernatural|Police|Vampire|Shounen,7.37,8
13259,33075,Musaigen no Phantom World: Mizutama no Kiseki,A special unaired episode of bundled with the series' seventh DVD/BD volume.,Action|Comedy|Fantasy|Supernatural,6.81,12
13261,35676,Berserk: Majo no Tsuisou,Recap episode of .,Action|Adventure|Drama|Fantasy|Horror|Supernatural|Demons,5.8,4
13265,6553,Junjou Romantica Special,Voice actors comment various scenes from the anime.,Boys Love|Comedy|Romance,7.53,8
13266,34753,ChäoS;Child Episode 0,A recap of that aired along with episode 1 of as part of a one-hour special.,Mystery|Sci-Fi|Supernatural|Psychological,6.24,16
13268,1311,Chobits Recap,A DVD recap episode of the Chobits TV series.,Comedy|Drama|Romance|Sci-Fi|Ecchi,6.99,9
13269,41341,Sword Art Online: Alicization - War of Underworld Recap,Recap of .,Action|Adventure|Fantasy|Romance|Game,6.9,3
13270,10845,Manyuu Hikenchou Specials,Short extra anime from the DVDs and Blu-rays.,Action|Ecchi|Seinen,6.18,8
13271,36932,Evil or Live Recap,Recap episode aired between episodes 9 and 10.,Psychological|School,5.08,8
13272,19109,Fate/kaleid liner Prisma☆Illya Specials,Specials bundled with each of all five Blu-ray/DVD volumes.,Comedy|Fantasy|Ecchi,6.76,9
13274,28339,2005-nen Uchuu no Tabi,Experimental short film by Michio Mihara.,Avant Garde|Sci-Fi|Space,4.33,6
13277,19261,Gintama x Mameshiba,"aired as a commercial to promote the movie.  Gintoki, Kagura, and Shipachi have turned into ""weird living creatures,"" parodying the short kids' anime that features sword bean-dog hybrid creatures.",Comedy|Parody,6.8,29
13278,33569,Re:Petit kara Hajimeru Isekai Seikatsu,A collection of comedic shorts featuring characters from Re:Zero kara Hajimeru Isekai Seikatsu. A continuation of Re:Zero kara Hajimeru Break Time.,Adventure|Comedy|Fantasy|Parody,6.7,21
13280,10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,special that was included on a DVD released with the LaLa magazine. Features character introductions and voice swapping comedy.,Comedy|School|Shoujo,7.39,19
13281,5955,Toaru Majutsu no Index-tan,A series of shorts featuring Index-tan.,Comedy|Parody,6.95,6
13283,50474,Saihate no Paladin: Michiyuki,Recap of the first 7 episodes.,Action|Adventure|Fantasy,5.55,6
13285,32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,Bundled with the limited edition of Blu-ray/DVD of .,Action|Comedy|Martial Arts|Super Power|Shounen,7.38,9
13286,6884,Ookami to Koushinryou II: Holo no Short Anime,Extra short anime featuring Holo from BD volumes 1 and 2.,Fantasy,7.09,11
13287,6704,Queen's Blade: Rurou no Senshi Specials,Special episodes added to DVDs and Blu-rays.,Action|Adventure|Fantasy|Ecchi,5.99,7
13289,7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,Short specials from the DVDs/BDs.,Comedy|Fantasy|Military|Parody,7.5,5
13290,29101,Grisaia no Kajitsu Specials,Short specials added to Blu-ray/DVD volumes.,Ecchi,6.92,6
13291,10647,Ao no Exorcist: Ura Ex,"Ura Ex, extra short anime included in Blu-ray and the DVD releases of .",Action|Fantasy|Supernatural|Shounen,7.11,14
13292,10108,Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,Special episodes from the BD/DVDs.,Comedy,6.78,5
13295,40849,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap,Recap of first nine episodes of .,Action|Adventure|Comedy|Fantasy,6.3,7
13298,6948,Bakemonogatari Recap,A recap of episodes 1-5 of Bakemonogatari.,Mystery|Romance|Supernatural,7.32,7
13299,35202,Hand Shakers: Go ago Go,Unaired 13th Episode of .,Action,5.58,5
13302,35559,Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,Recap of the first four episodes of .,Fantasy|Ecchi,5.49,8
13303,38061,One Room Second Season: Hanasaka Yui no Prologue,A summary of 's first 4 episodes aired as a prequel to the second season.,Slice of Life,5.76,15
13304,35072,Boruto: Jump Festa 2016 Special,The special anime adaptation of Boruto will be screening at Shueisha’s by-invitation anime event Jump Special Anime Festa 2016!,Action|Adventure|Comedy|Martial Arts|Super Power|Shounen,6.17,19
13306,6127,Toradora!: SOS! Kuishinbou Banbanzai,"Toradora DVD shorts featuring the miniature forms of the Toradora characters talking about, and eating, food.",Comedy|Gourmet,6.43,16
13308,9581,MM! Specials,"The six Blu-ray Disc/DVD volumes for the MM! television anime series will each include one or two new, ""somewhat extreme"" anime short stories.",Comedy|Ecchi|School,6.64,23
13309,31138,Overlord: Ple Ple Pleiades,Specials bundled with the Blu-ray and DVD volumes of featuring simplified character animations.,Action|Comedy|Fantasy,6.98,13
13311,39652,One Punch Man 2nd Season Commemorative Special,One Punch Man 2nd Season's commemorative recap special.,Action|Comedy|Sci-Fi|Supernatural|Parody|Super Power,6.96,8
13312,33964,91 Days: Mijikai Rousoku,Recap of the first seven episodes of series.,Action|Drama|Historical,6.5,8
13313,34481,Getsuyoubi no Tawawa Specials,Two special episodes of included on Blu-ray. 1. 2.,Slice of Life|Ecchi,6.59,9
13314,3057,Loveless Specials,DVD specials.,Boys Love|Comedy|Fantasy|Romance|Supernatural|Josei,6.55,2
13317,26213,Free! Eternal Summer: Kindan no All Hard!,Unaired episode included with volume 7 of the Blu-ray/DVD.,Comedy|Slice of Life|School,7.9,9
13318,3429,Blame! Special,Based on the manga series by Tsutomu Nihei.,Sci-Fi|Mecha,5.33,8
13319,32409,Shinmai Maou no Testament Burst Specials,Specials included on the Blu-ray/DVD volumes. Super deformed versions of Mio and Maria narrate Basara's various erotic encounters.,Comedy|Ecchi|Demons,6.86,18
13320,24751,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,Unaired episode 13 of released with the seventh Blu-ray/DVD volume.,Action|Comedy|Girls Love|Ecchi,6.54,10
13325,2124,Code Geass: Hangyaku no Lelouch Recaps,Recap episodes of Code Geass. Also known as episodes 8.5 and 17.5.,Action|Mecha|Military|School|Super Power,7.06,12
13327,8619,Ladies versus Butlers! Tokuten Disc Music Clip,Special music clip released on DVD.,Ecchi|Music,5.84,6
13328,38972,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps,Recaps of the series.,Action|Adventure|Shounen,7.02,4
13329,15325,"Dakara Boku wa, H ga Dekinai. Recap",Recap episode aired between episodes 7 and 8.,Comedy|Romance|Supernatural|Ecchi,6.5,8
13330,38807,Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet,Recap of the first 10 episodes of .,Action|Adventure|Fantasy,6.21,8
13334,30100,Black Bullet: Tenchuu＊Girls,"Short special featuring 'Tenchu Girls', a group of characters from the TV series. Included in the 4th volume of the Blu-ray/DVD releases.",Fantasy,6.12,22
13336,5347,Bible Black: Imari Ryoujoku Genba,The Imari SP shows Imari being raped when she is about to leave the school at late hour.  This is a short released as part of the 2006 boxset.,Hentai,6.54,29
13337,39689,Nande Koko ni Sensei ga!? Special,Unaired episode included with the Blu-ray box set.,Comedy|Ecchi|School|Seinen,6.87,8
13338,17409,Sukitte Ii na yo.: Mei and Marshmallow,Specials released with the anime BD/DVD.,Romance|School|Shoujo,6.88,6
13339,34904,Youjo Senki: Senkyou Houkoku,Recap of the first 6 episodes of .,Military,6.61,8
13340,38938,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,Picture drama episodes included on the DVD/Blu-ray Volumes of .,Comedy|Romance,7.55,10
13343,31736,Valkyrie Drive: Mermaid Specials,Mini OVA episodes bundled with the Blu-ray and DVD releases of .,Action|Fantasy|Girls Love|Ecchi,6.17,12
13345,38699,Boku no Hero Academia the Movie: Futari no Hero Specials,Short specials included with the Blu-ray/DVD release of .,Action|Super Power|Shounen,7.42,9
13346,31772,One Punch Man Specials,Specials included in the Blu-ray and DVD releases of .,Action|Comedy|Sci-Fi|Supernatural|Parody|Super Power,7.72,10
13347,18149,Ishida to Asakura Special,A bonus episode aired on Tokyo MX a week after episode 12. Asakura asks why they're still there when the anime was supposed to end last week.,Comedy|School|Seinen,4.87,27
13349,12503,Mirai Nikki (TV): Ura Mirai Nikki,"Unaired ""Ura Mirai Nikki"" anime (the short episodes of Mur Mur inserted at the end of the main episodes) included in the Mirai Nikki Blu-rays.",Action|Comedy|Supernatural,6.52,25
13351,15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,Specials bundled with the 1st season's BD/DVD volumes.,Action|Mecha,6.75,8
13352,12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal","Yuru Yuri DVD/BD special.  Chinatsu's horrendous and atrocious drawings come to life in a tale about a handsome prince, a hideous girl and true love!",Comedy,6.4,25
13353,33242,IS: Infinite Stratos 2 - Infinite Wedding,Picture drama included on the Blu-ray BOX.,Comedy|Romance|Harem,6.43,7
13354,40239,Arifureta Shokugyou de Sekai Saikyou Recap,Recap of the first five episodes of .,Action|Adventure|Fantasy|Harem,5.96,8
13357,47616,Yakusoku no Neverland 2nd Season: Michishirube,Recap of the first season of and the first five episodes of season two.,Mystery|Supernatural|Suspense|Psychological|Shounen,4.66,14
13360,31711,To LOVE-Ru Darkness 2nd Specials,Extra episodes of bundled with the seventh Blu-ray and DVD volume.,Comedy|Romance|Sci-Fi|Ecchi|Harem|School|Shounen,7.58,11
13364,24695,Gokukoku no Brynhildr: Kara Sawagi,Unaired episode 11.5 included with the second Blu-ray/DVD volume.,Comedy|Sci-Fi|Ecchi|Harem|Seinen,6.61,9
13365,8440,Black Lagoon Omake,"Special omake episodes from the Blu-Ray releases, showing the heroines and foes in funny, uncommon situations.",Comedy,6.8,16
13367,37719,High School DxD Hero: Taiikukan-ura no Holy,Alternative version of final four episodes of .,Action|Comedy|Romance|Ecchi|Demons|Harem|School,6.94,8
13369,37277,Beatless Intermission,Recap episodes of .,Action|Drama|Romance|Sci-Fi,5.58,4
13370,33524,Sakamoto Desu ga? Special,Unaired episode 13 included with the fifth Blu-ray and DVD volume.,Comedy|Slice of Life|School|Seinen,6.82,11
13371,7017,K-On!: Ura-On!,"The seven Blu-ray disc volumes of K-ON! have an extra short anime ""Ura-ON!""",Comedy,6.37,13
13375,31324,Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,Special bundled with the Blu-ray/DVD volume of .,Ecchi,7.27,8
13376,31283,Bikini Warriors Special,"According to the official Hobby Japan website, an unaired episode of will be bundled with the Blu-ray volume to be released on December 9th, 2015.",Comedy|Fantasy|Ecchi|Parody,5.36,25
13377,33142,Re:Zero kara Hajimeru Break Time,A series of comedic shorts featuring chibi versions of the characters of the main show.,Adventure|Comedy|Fantasy|Parody,6.66,15
13378,31234,Himouto! Umaru-chanS,"These shorts, included in the Blu-ray and DVD releases, take place in a timeline with multiple Umaru-chans.",Comedy|Slice of Life|Seinen,7.02,17
